StartTime,RequestType,Latency,ResponseCode
1.645149426467E12,POST,259.0,201
1.645149426467E12,POST,259.0,201
1.645149426467E12,POST,259.0,201
1.645149426467E12,POST,259.0,201
1.645149426483E12,POST,243.0,201
1.645149426467E12,POST,259.0,201
1.645149426483E12,POST,305.0,201
1.645149426487E12,POST,301.0,201
1.645149426483E12,POST,305.0,201
1.645149426487E12,POST,301.0,201
1.645149426487E12,POST,301.0,201
1.645149426487E12,POST,301.0,201
1.645149426494E12,POST,294.0,201
1.645149426494E12,POST,294.0,201
1.645149426487E12,POST,301.0,201
1.645149426494E12,POST,294.0,201
1.645149426561E12,POST,243.0,201
1.645149426561E12,POST,243.0,201
1.645149426561E12,POST,243.0,201
1.645149426567E12,POST,237.0,201
1.645149426567E12,POST,237.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,234.0,201
1.64514942657E12,POST,250.0,201
1.64514942657E12,POST,250.0,201
1.64514942657E12,POST,261.0,201
1.64514942657E12,POST,261.0,201
1.645149426617E12,POST,214.0,201
1.64514942657E12,POST,261.0,201
1.64514942657E12,POST,261.0,201
1.645149426617E12,POST,214.0,201
1.645149426632E12,POST,199.0,201
1.645149426632E12,POST,199.0,201
1.645149426632E12,POST,199.0,201
1.645149426632E12,POST,199.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426632E12,POST,215.0,201
1.645149426642E12,POST,205.0,201
1.645149426632E12,POST,215.0,201
1.645149426642E12,POST,205.0,201
1.645149426642E12,POST,220.0,201
1.64514942671E12,POST,184.0,201
1.645149426726E12,POST,168.0,201
1.64514942671E12,POST,193.0,201
1.64514942671E12,POST,193.0,201
1.645149426726E12,POST,180.0,201
1.645149426726E12,POST,180.0,201
1.645149426726E12,POST,183.0,201
1.645149426726E12,POST,183.0,201
1.645149426726E12,POST,183.0,201
1.645149426726E12,POST,183.0,201
1.645149426788E12,POST,121.0,201
1.645149426788E12,POST,128.0,201
1.645149426788E12,POST,191.0,201
1.645149426788E12,POST,207.0,201
1.645149426788E12,POST,207.0,201
1.645149426788E12,POST,207.0,201
1.645149426788E12,POST,207.0,201
1.645149426788E12,POST,207.0,201
1.645149426788E12,POST,207.0,201
1.645149426804E12,POST,191.0,201
1.645149426788E12,POST,207.0,201
1.645149426804E12,POST,191.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.645149426804E12,POST,206.0,201
1.64514942682E12,POST,190.0,201
1.645149426804E12,POST,206.0,201
1.64514942682E12,POST,190.0,201
1.645149426804E12,POST,223.0,201
1.645149426831E12,POST,196.0,201
1.645149426831E12,POST,196.0,201
1.645149426831E12,POST,196.0,201
1.645149426831E12,POST,275.0,201
1.645149426831E12,POST,275.0,201
1.645149426831E12,POST,275.0,201
1.645149426831E12,POST,275.0,201
1.645149426831E12,POST,275.0,201
1.645149426847E12,POST,259.0,201
1.645149426847E12,POST,275.0,201
1.645149426847E12,POST,275.0,201
1.645149426847E12,POST,275.0,201
1.645149426847E12,POST,275.0,201
1.645149426847E12,POST,275.0,201
1.645149426847E12,POST,306.0,201
1.645149426847E12,POST,321.0,201
1.645149426862E12,POST,306.0,201
1.645149426244E12,POST,1050.0,201
1.645149427294E12,POST,31.0,201
1.645149427325E12,POST,31.0,201
1.645149427356E12,POST,16.0,201
1.645149427372E12,POST,31.0,201
1.645149427403E12,POST,16.0,201
1.645149427419E12,POST,31.0,201
1.64514942745E12,POST,16.0,201
1.645149427466E12,POST,19.0,201
1.645149427485E12,POST,16.0,201
1.645149427501E12,POST,31.0,201
1.645149427532E12,POST,16.0,201
1.645149427548E12,POST,15.0,201
1.645149427563E12,POST,32.0,201
1.645149427595E12,POST,15.0,201
1.64514942761E12,POST,16.0,201
1.645149427626E12,POST,32.0,201
1.645149426648E12,POST,1025.0,201
1.645149427658E12,POST,15.0,201
1.645149427673E12,POST,16.0,201
1.645149427673E12,POST,31.0,201
1.645149426648E12,POST,1056.0,201
1.645149426648E12,POST,1056.0,201
1.645149426648E12,POST,1056.0,201
1.645149426648E12,POST,1056.0,201
1.64514942671E12,POST,994.0,201
1.645149427689E12,POST,15.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,16.0,201
1.645149427704E12,POST,32.0,201
1.64514942772E12,POST,16.0,201
1.64514942772E12,POST,31.0,201
1.64514942772E12,POST,31.0,201
1.64514942772E12,POST,31.0,201
1.64514942772E12,POST,31.0,201
1.64514942772E12,POST,31.0,201
1.645149427736E12,POST,15.0,201
1.645149427736E12,POST,15.0,201
1.645149427751E12,POST,16.0,201
1.645149427751E12,POST,16.0,201
1.645149427751E12,POST,16.0,201
1.645149427751E12,POST,16.0,201
1.645149427751E12,POST,16.0,201
1.645149427751E12,POST,32.0,201
1.645149427751E12,POST,32.0,201
1.645149427767E12,POST,16.0,201
1.645149427767E12,POST,16.0,201
1.645149427767E12,POST,16.0,201
1.645149427767E12,POST,31.0,201
1.645149427767E12,POST,31.0,201
1.645149427783E12,POST,20.0,201
1.645149427783E12,POST,20.0,201
1.645149427783E12,POST,20.0,201
1.645149427783E12,POST,20.0,201
1.645149427783E12,POST,20.0,201
1.645149427798E12,POST,21.0,201
1.645149427798E12,POST,21.0,201
1.645149427803E12,POST,16.0,201
1.645149427803E12,POST,16.0,201
1.645149427803E12,POST,32.0,201
1.645149427803E12,POST,32.0,201
1.645149427803E12,POST,32.0,201
1.645149427819E12,POST,16.0,201
1.645149427819E12,POST,16.0,201
1.645149427819E12,POST,16.0,201
1.645149427819E12,POST,16.0,201
1.645149426831E12,POST,1019.0,201
1.645149426894E12,POST,956.0,201
1.645149426847E12,POST,1003.0,201
1.645149426831E12,POST,1019.0,201
1.645149426847E12,POST,1003.0,201
1.645149427835E12,POST,15.0,201
1.645149426894E12,POST,972.0,201
1.645149427835E12,POST,31.0,201
1.645149427835E12,POST,31.0,201
1.645149427835E12,POST,31.0,201
1.645149427835E12,POST,31.0,201
1.645149427835E12,POST,31.0,201
1.645149427835E12,POST,31.0,201
1.64514942785E12,POST,32.0,201
1.64514942785E12,POST,32.0,201
1.645149427866E12,POST,16.0,201
1.64514942785E12,POST,32.0,201
1.64514942785E12,POST,32.0,201
1.64514942785E12,POST,32.0,201
1.645149427866E12,POST,16.0,201
1.645149427866E12,POST,16.0,201
1.645149427866E12,POST,16.0,201
1.645149427866E12,POST,16.0,201
1.64514942785E12,POST,32.0,201
1.645149427866E12,POST,16.0,201
1.645149427866E12,POST,16.0,201
1.645149426903E12,POST,995.0,201
1.645149426647E12,POST,1251.0,201
1.645149426642E12,POST,1256.0,201
1.645149426647E12,POST,1251.0,201
1.645149427882E12,POST,16.0,201
1.645149427882E12,POST,16.0,201
1.645149427882E12,POST,16.0,201
1.645149427882E12,POST,16.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427882E12,POST,32.0,201
1.645149427898E12,POST,16.0,201
1.645149427898E12,POST,16.0,201
1.645149427898E12,POST,16.0,201
1.645149427898E12,POST,16.0,201
1.645149426903E12,POST,1026.0,201
1.645149427914E12,POST,15.0,201
1.645149427898E12,POST,31.0,201
1.645149427898E12,POST,31.0,201
1.645149427898E12,POST,31.0,201
1.645149427914E12,POST,15.0,201
1.645149427898E12,POST,31.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,15.0,201
1.645149427914E12,POST,31.0,201
1.645149427914E12,POST,31.0,201
1.645149427929E12,POST,16.0,201
1.645149427914E12,POST,31.0,201
1.645149427929E12,POST,16.0,201
1.645149427929E12,POST,16.0,201
1.645149427929E12,POST,16.0,201
1.645149427929E12,POST,16.0,201
1.645149426909E12,POST,1051.0,201
1.645149426909E12,POST,1051.0,201
1.645149426906E12,POST,1054.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427929E12,POST,31.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,15.0,201
1.645149427945E12,POST,31.0,201
1.645149427945E12,POST,31.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.64514942796E12,POST,16.0,201
1.645149426995E12,POST,981.0,201
1.645149426995E12,POST,981.0,201
1.645149426909E12,POST,1067.0,201
1.645149426979E12,POST,1013.0,201
1.64514942796E12,POST,32.0,201
1.64514942796E12,POST,32.0,201
1.645149426916E12,POST,1076.0,201
1.64514942796E12,POST,32.0,201
1.645149426995E12,POST,997.0,201
1.645149426906E12,POST,1086.0,201
1.645149426995E12,POST,997.0,201
1.645149426909E12,POST,1083.0,201
1.645149426995E12,POST,997.0,201
1.645149426909E12,POST,1083.0,201
1.64514942796E12,POST,32.0,201
1.64514942796E12,POST,35.0,201
1.64514942796E12,POST,35.0,201
1.645149427976E12,POST,19.0,201
1.64514942796E12,POST,35.0,201
1.64514942796E12,POST,35.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,19.0,201
1.645149427976E12,POST,34.0,201
1.645149427976E12,POST,34.0,201
1.645149427976E12,POST,34.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427976E12,POST,34.0,201
1.645149427992E12,POST,18.0,201
1.645149427976E12,POST,34.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427995E12,POST,15.0,201
1.645149427992E12,POST,18.0,201
1.645149427992E12,POST,18.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,15.0,201
1.645149427992E12,POST,18.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,15.0,201
1.645149427995E12,POST,31.0,201
1.645149426995E12,POST,1031.0,201
1.645149426995E12,POST,1031.0,201
1.645149427995E12,POST,31.0,201
1.645149427995E12,POST,31.0,201
1.645149427995E12,POST,31.0,201
1.645149427995E12,POST,31.0,201
1.645149427995E12,POST,31.0,201
1.645149427995E12,POST,31.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,16.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.64514942801E12,POST,32.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.645149428026E12,POST,16.0,201
1.64514942701E12,POST,1032.0,201
1.64514942701E12,POST,1032.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428042E12,POST,15.0,201
1.645149428042E12,POST,15.0,201
1.645149428026E12,POST,31.0,201
1.645149428026E12,POST,31.0,201
1.645149428042E12,POST,15.0,201
1.645149428042E12,POST,15.0,201
1.645149428026E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428042E12,POST,31.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428042E12,POST,31.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.645149428057E12,POST,16.0,201
1.64514942701E12,POST,1063.0,201
1.64514942701E12,POST,1078.0,201
1.64514942701E12,POST,1078.0,201
1.645149428057E12,POST,31.0,201
1.64514942701E12,POST,1078.0,201
1.645149426995E12,POST,1093.0,201
1.645149426995E12,POST,1093.0,201
1.64514942701E12,POST,1078.0,201
1.645149428057E12,POST,31.0,201
1.64514942701E12,POST,1078.0,201
1.64514942701E12,POST,1078.0,201
1.64514942701E12,POST,1078.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428057E12,POST,31.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,15.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428088E12,POST,16.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428088E12,POST,16.0,201
1.645149428073E12,POST,31.0,201
1.645149428073E12,POST,31.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,16.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428088E12,POST,32.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,16.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.645149428104E12,POST,31.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,15.0,201
1.64514942812E12,POST,31.0,201
1.645149427027E12,POST,1124.0,201
1.645149427027E12,POST,1124.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.645149427027E12,POST,1124.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.64514942812E12,POST,31.0,201
1.645149428135E12,POST,16.0,201
1.64514942812E12,POST,31.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,16.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428151E12,POST,16.0,201
1.645149428135E12,POST,32.0,201
1.645149428151E12,POST,16.0,201
1.645149428135E12,POST,32.0,201
1.645149428135E12,POST,32.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,16.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149427122E12,POST,1060.0,201
1.645149427027E12,POST,1155.0,201
1.645149428151E12,POST,31.0,201
1.645149427168E12,POST,1014.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428167E12,POST,15.0,201
1.645149428151E12,POST,31.0,201
1.645149428151E12,POST,31.0,201
1.645149428167E12,POST,15.0,201
1.645149428167E12,POST,15.0,201
1.645149428167E12,POST,15.0,201
1.645149428167E12,POST,15.0,201
1.645149428151E12,POST,31.0,201
1.645149428167E12,POST,31.0,201
1.645149428167E12,POST,31.0,201
1.645149428151E12,POST,47.0,201
1.645149428167E12,POST,31.0,201
